MovieId,CustomerId,ViewedOn
3265,255,3/13/2019 18:00
2520,104,10/21/2019 8:00
2741,277,3/16/2019 16:00
486,74,10/8/2018 23:00
3350,182,6/21/2019 22:00
4407,294,1/25/2018 18:00
3918,398,10/24/2019 11:00
1727,155,3/16/2019 0:00
2437,9,5/3/2019 0:00
742,477,5/29/2018 9:00
2383,113,4/27/2019 9:00
161,124,6/11/2018 17:00
577,263,1/5/2018 22:00
1950,18,3/31/2018 22:00
982,242,6/6/2019 17:00
4182,63,4/22/2018 8:00
1473,241,5/6/2019 20:00
1573,138,3/29/2018 14:00
4192,280,4/21/2018 13:00
2219,354,6/5/2019 11:00
3222,258,5/10/2018 11:00
2545,333,5/10/2018 18:00
1397,90,11/7/2018 23:00
4024,124,9/12/2018 14:00
2159,483,10/6/2018 12:00
4067,7,7/12/2019 10:00
1633,171,8/21/2019 10:00
2363,414,9/14/2019 14:00
3307,368,8/29/2018 13:00
1691,144,10/13/2019 18:00
1097,456,7/14/2019 12:00
279,323,1/14/2019 23:00
1473,423,2/2/2018 14:00
840,402,5/19/2019 12:00
4042,300,9/26/2018 23:00
2293,494,9/11/2018 21:00
586,437,10/31/2019 18:00
2910,487,3/8/2018 23:00
3958,21,1/4/2019 11:00
1289,197,9/27/2018 10:00
4074,426,10/21/2018 18:00
491,311,11/11/2019 11:00
4027,177,3/23/2019 20:00
1454,229,6/13/2019 13:00
2390,50,3/2/2019 8:00
1871,277,8/26/2019 16:00
2720,2,8/25/2018 23:00
3571,263,3/10/2019 18:00
3855,448,10/28/2018 21:00
4160,381,1/15/2018 9:00
4195,430,9/14/2019 9:00
1624,157,3/3/2019 11:00
4340,306,10/9/2018 10:00
1135,424,12/18/2018 22:00
1333,439,9/13/2019 15:00
235,441,6/23/2019 15:00
2502,85,5/31/2019 22:00
1870,196,2/1/2018 23:00
2693,263,4/19/2019 10:00
4283,134,6/24/2019 20:00
2263,5,5/11/2019 22:00
2734,500,7/24/2019 14:00
1960,30,2/26/2019 17:00
2072,468,2/25/2019 22:00
3424,498,5/10/2019 0:00
2964,10,10/25/2019 8:00
1129,7,7/28/2018 13:00
405,328,11/16/2019 22:00
4380,405,8/27/2018 9:00
4346,477,6/18/2019 9:00
2315,100,6/2/2018 0:00
2514,406,5/27/2019 12:00
4353,96,4/18/2019 0:00
4322,292,12/26/2018 9:00
4133,193,7/15/2019 14:00
14,138,9/6/2018 0:00
2533,163,5/23/2018 21:00
625,213,8/16/2019 9:00
2534,260,3/13/2019 15:00
478,344,8/5/2019 11:00
4153,54,7/2/2018 13:00
2588,365,7/22/2019 18:00
270,460,2/21/2018 17:00
3819,70,3/28/2019 13:00
2835,263,7/5/2019 9:00
2050,248,9/2/2018 23:00
2502,426,4/2/2018 0:00
2492,258,3/6/2018 17:00
3965,390,3/5/2019 21:00
3195,9,11/26/2019 15:00
2778,349,8/30/2019 17:00
3789,16,10/16/2018 20:00
2352,400,1/4/2019 8:00
2088,480,1/11/2019 23:00
3442,442,4/10/2018 17:00
1176,112,2/4/2019 15:00
2683,224,10/21/2019 0:00
3862,364,10/11/2019 9:00
2038,379,11/13/2019 17:00
1010,235,5/1/2019 0:00
587,151,6/28/2019 0:00
1611,310,9/30/2018 9:00
1505,181,11/29/2018 22:00
1506,127,12/17/2018 9:00
1390,209,11/18/2018 17:00
3189,435,10/26/2018 19:00
2458,474,12/28/2018 20:00
2039,165,3/8/2018 11:00
1670,203,8/20/2019 10:00
347,185,9/11/2018 17:00
1968,393,10/30/2018 23:00
25,225,5/24/2019 21:00
852,264,8/6/2018 19:00
3422,243,5/14/2019 0:00
727,209,5/25/2019 15:00
4330,115,11/17/2018 9:00
2094,308,3/18/2019 22:00
712,271,12/29/2018 22:00
652,372,10/27/2018 23:00
2451,188,7/16/2018 18:00
1930,233,3/19/2019 15:00
2058,296,11/2/2018 10:00
578,415,3/21/2018 13:00
415,498,1/7/2018 14:00
916,480,3/7/2018 17:00
3311,75,1/2/2018 13:00
3909,102,6/15/2018 19:00
3628,179,7/31/2019 10:00
3053,274,8/12/2018 8:00
395,484,5/3/2018 23:00
1960,424,3/4/2018 17:00
1421,307,9/1/2018 20:00
1193,362,7/8/2018 21:00
2506,346,2/25/2018 10:00
1769,327,10/12/2018 0:00
3902,205,2/16/2019 19:00
1439,184,9/10/2019 14:00
517,245,1/9/2018 12:00
153,113,6/21/2019 11:00
1041,15,10/19/2019 22:00
3276,388,2/6/2018 8:00
375,405,11/7/2018 13:00
895,413,8/10/2019 21:00
1682,266,11/9/2018 22:00
2210,357,1/28/2019 10:00
1469,360,6/30/2018 12:00
2506,374,1/31/2018 21:00
719,345,7/2/2018 22:00
1946,318,7/23/2019 15:00
1670,284,10/4/2018 9:00
1168,386,4/5/2019 17:00
2353,84,6/1/2019 11:00
2496,329,2/27/2019 0:00
170,249,9/22/2019 23:00
1843,27,7/2/2018 8:00
1444,384,9/16/2018 8:00
4372,130,12/29/2018 9:00
4366,35,8/6/2018 10:00
309,355,7/11/2019 14:00
2730,188,3/7/2018 21:00
3860,439,10/13/2019 20:00
3005,250,2/24/2018 20:00
3671,50,11/21/2018 22:00
549,451,11/16/2018 16:00
3793,33,4/22/2018 23:00
1911,59,9/4/2018 14:00
1951,328,4/29/2019 19:00
2169,465,2/3/2018 22:00
3295,280,4/28/2019 11:00
1640,494,4/8/2018 8:00
3733,138,5/8/2019 13:00
2126,433,1/11/2018 19:00
3058,323,3/25/2019 23:00
1695,203,10/15/2018 21:00
1952,35,4/24/2019 9:00
1586,311,8/6/2018 19:00
4022,339,6/27/2019 8:00
1144,277,3/30/2018 13:00
4148,20,10/13/2019 12:00
3381,404,11/30/2019 23:00
1617,494,5/25/2018 0:00
3335,371,10/21/2019 16:00
3821,99,1/11/2019 16:00
2712,226,7/7/2019 10:00
3709,399,12/28/2018 9:00
4227,340,4/14/2018 9:00
506,60,11/3/2019 9:00
2101,493,9/24/2019 19:00
4015,8,7/24/2019 13:00
2886,280,11/7/2019 8:00
1016,380,5/10/2018 18:00
1027,168,11/8/2019 22:00
591,365,5/16/2019 19:00
1898,265,2/6/2018 0:00
452,497,10/25/2019 21:00
399,410,6/1/2019 13:00
3648,225,7/18/2019 10:00
1353,228,11/10/2019 20:00
2658,186,9/17/2018 11:00
4096,112,2/8/2019 13:00
2917,279,4/11/2019 12:00
508,194,1/20/2019 23:00
3032,18,2/8/2018 23:00
2992,300,8/10/2018 18:00
1653,470,12/28/2018 20:00
810,6,7/4/2019 23:00
2001,21,10/19/2018 18:00
1897,80,7/16/2018 15:00
3045,308,12/19/2018 17:00
2495,73,8/2/2019 16:00
1199,51,3/1/2018 14:00
2952,331,6/19/2019 16:00
1983,275,8/31/2018 11:00
3981,58,6/16/2019 21:00
912,140,10/7/2019 21:00
2211,152,3/24/2019 10:00
2519,230,2/11/2019 21:00
767,285,11/15/2018 15:00
3473,313,9/16/2019 14:00
1565,248,1/1/2019 20:00
1460,299,3/9/2018 11:00
917,295,3/21/2019 9:00
3441,468,3/26/2019 8:00
1799,334,1/18/2019 17:00
2532,49,6/7/2019 11:00
3841,459,11/4/2018 9:00
3531,477,5/5/2019 15:00
2313,154,2/6/2018 16:00
2749,256,10/2/2018 9:00
1378,419,2/10/2019 13:00
1747,353,6/2/2018 21:00
90,340,8/12/2019 19:00
118,432,2/23/2019 11:00
1075,171,2/24/2019 16:00
1262,381,2/15/2019 13:00
2609,331,9/24/2019 15:00
3091,242,11/4/2018 21:00
3926,129,5/5/2019 11:00
983,405,3/6/2019 8:00
2392,358,5/15/2019 12:00
1127,406,7/15/2019 13:00
1374,275,2/16/2018 0:00
1868,438,1/20/2019 15:00
344,27,2/4/2018 20:00
3811,498,8/31/2018 10:00
1124,110,9/11/2018 20:00
265,34,1/20/2018 13:00
1545,367,4/5/2018 21:00
3824,8,1/2/2018 23:00
1308,245,10/21/2019 15:00
680,173,11/24/2018 10:00
4032,34,8/28/2019 9:00
1748,379,9/6/2018 17:00
890,352,2/9/2018 17:00
1549,420,4/8/2019 20:00
1972,8,10/21/2018 9:00
4061,107,12/27/2018 15:00
2601,275,10/6/2019 8:00
3871,324,8/23/2019 22:00
4020,16,8/21/2018 17:00
1439,254,6/26/2018 14:00
3396,46,3/20/2018 11:00
2557,334,3/5/2018 13:00
1582,2,4/20/2018 10:00
3073,429,9/14/2019 11:00
636,87,8/13/2019 16:00
4014,182,11/29/2019 17:00
3055,86,11/29/2018 9:00
317,260,4/28/2019 8:00
847,357,1/5/2019 8:00
3172,40,6/16/2019 15:00
3934,226,4/14/2018 12:00
2214,249,1/23/2019 8:00
2015,493,11/15/2018 9:00
1824,167,9/28/2019 15:00
201,303,9/22/2019 23:00
1185,291,8/31/2019 21:00
1162,345,1/17/2019 19:00
3958,139,12/2/2018 0:00
1927,372,5/12/2018 22:00
2344,16,7/31/2019 23:00
2103,312,6/15/2018 17:00
2402,314,2/25/2019 23:00
813,231,4/28/2019 16:00
2590,125,2/23/2018 14:00
2800,313,2/8/2018 0:00
2334,383,12/10/2018 18:00
65,38,12/14/2018 9:00
1133,103,9/1/2019 10:00
1155,158,10/13/2018 12:00
3515,162,9/8/2019 21:00
359,181,11/8/2018 17:00
66,117,3/19/2018 20:00
2601,162,9/10/2018 21:00
1039,268,1/4/2019 14:00
3538,83,6/21/2018 23:00
1501,398,8/16/2019 14:00
1071,173,2/19/2019 0:00
1590,158,2/24/2019 10:00
22,355,10/31/2019 18:00
2172,209,2/4/2019 0:00
416,453,6/6/2018 18:00
388,454,5/28/2019 23:00
2789,111,10/2/2018 18:00
3711,16,11/9/2019 0:00
1629,450,6/30/2018 11:00
1856,211,6/29/2019 0:00
3659,435,1/14/2019 11:00
177,92,8/28/2019 15:00
178,299,5/31/2018 22:00
2468,396,2/16/2018 14:00
3799,245,3/17/2018 17:00
2946,131,11/26/2019 8:00
2032,272,11/23/2018 19:00
1864,19,4/17/2019 8:00
2411,115,7/3/2018 11:00
1294,97,7/4/2018 18:00
1447,330,4/27/2018 23:00
1039,106,11/13/2019 22:00
1630,64,10/23/2018 16:00
593,380,12/20/2018 9:00
3638,300,4/24/2018 22:00
2643,57,11/16/2018 22:00
3243,486,9/4/2019 20:00
3407,106,5/28/2018 16:00
3677,424,2/15/2018 20:00
161,151,6/19/2018 23:00
2222,290,8/8/2018 19:00
3617,322,12/29/2018 20:00
2500,81,9/10/2019 12:00
4334,181,3/15/2019 13:00
1788,54,5/9/2019 13:00
102,294,10/6/2019 12:00
539,386,9/28/2018 14:00
1301,497,4/22/2018 15:00
4386,36,1/21/2018 16:00
3007,42,5/14/2018 20:00
2419,374,4/16/2018 0:00
4408,166,8/24/2019 16:00
577,406,3/1/2019 20:00
3442,204,11/18/2018 9:00
4290,445,8/31/2018 18:00
529,217,2/8/2019 20:00
4309,388,4/27/2019 12:00
375,131,8/1/2019 19:00
327,142,3/24/2018 21:00
2040,39,9/24/2019 19:00
1283,96,6/7/2018 18:00
2879,368,10/13/2019 20:00
1684,14,7/14/2019 19:00
2305,214,1/10/2018 0:00
173,426,3/27/2019 22:00
1525,164,11/17/2019 11:00
1899,180,4/4/2018 9:00
4084,470,6/19/2019 21:00
23,161,6/2/2018 23:00
1136,406,4/10/2019 18:00
2567,142,3/19/2019 12:00
1471,180,12/4/2018 11:00
1913,443,7/1/2018 0:00
1068,329,8/2/2019 18:00
3177,254,9/1/2019 0:00
4442,49,7/1/2018 9:00
2314,109,2/22/2018 8:00
2992,280,11/29/2019 19:00
1544,3,8/4/2018 14:00
2286,186,5/16/2019 15:00
2589,1,5/10/2018 9:00
1039,19,5/6/2018 9:00
180,392,11/18/2018 18:00
488,397,1/28/2019 16:00
2574,281,3/24/2018 21:00
1139,284,11/13/2018 12:00
1782,284,4/15/2018 16:00
4365,156,4/21/2019 13:00
3107,82,7/9/2018 19:00
2339,461,4/26/2019 23:00
530,380,3/2/2019 13:00
2042,444,3/20/2019 11:00
3668,230,5/22/2019 8:00
2714,358,5/1/2018 0:00
3143,450,11/21/2019 10:00
2666,274,2/8/2019 15:00
2983,350,7/28/2018 17:00
3469,81,1/7/2019 16:00
279,403,4/23/2018 11:00
2817,304,5/29/2018 19:00
3234,246,7/4/2018 17:00
2932,105,6/15/2019 15:00
2415,318,5/21/2018 8:00
4288,253,4/26/2019 18:00
1183,480,8/15/2018 20:00
2742,394,1/24/2018 16:00
3392,245,8/13/2019 12:00
3824,395,2/25/2019 9:00
4,141,2/6/2018 17:00
3837,441,2/19/2019 14:00
4211,19,5/6/2018 22:00
3156,70,10/6/2019 17:00
4305,171,7/18/2019 12:00
3983,98,2/13/2018 22:00
217,391,9/12/2018 12:00
1820,268,2/28/2018 15:00
2977,31,11/27/2019 21:00
1260,94,9/16/2018 23:00
405,201,11/23/2019 15:00
3784,353,9/19/2018 13:00
3882,73,4/1/2018 14:00
8,99,6/26/2019 22:00
3865,163,5/25/2018 11:00
774,233,12/28/2018 9:00
905,264,9/1/2019 14:00
3206,260,8/30/2018 0:00
3453,50,3/19/2019 17:00
4361,400,8/27/2018 18:00
1784,265,4/16/2018 19:00
2221,462,7/25/2019 19:00
3516,150,9/1/2019 19:00
486,422,8/30/2018 10:00
4064,245,5/16/2018 12:00
4233,494,3/21/2019 22:00
3276,427,1/4/2019 9:00
2250,485,3/21/2019 14:00
2060,236,12/31/2018 0:00
2456,298,5/1/2019 11:00
2587,13,12/16/2018 23:00
1768,6,9/14/2018 21:00
2364,135,5/3/2018 17:00
2156,338,3/16/2018 10:00
3665,454,7/18/2018 11:00
1269,429,4/23/2019 19:00
1179,499,11/13/2019 23:00
4071,377,10/12/2018 8:00
3707,215,9/4/2019 19:00
1796,100,6/19/2018 22:00
3539,353,9/9/2018 12:00
520,65,7/1/2018 13:00
1363,395,3/11/2018 14:00
1092,466,7/5/2018 16:00
3039,260,4/25/2019 10:00
174,444,1/4/2018 10:00
3552,162,8/3/2018 22:00
1780,351,6/20/2019 19:00
1794,479,9/28/2018 8:00
2513,75,10/8/2019 19:00
4077,28,4/30/2019 11:00
3486,294,6/21/2018 20:00
4384,2,6/4/2019 18:00
1161,371,1/7/2019 17:00
769,120,2/12/2018 9:00
4062,194,11/30/2019 16:00
1800,197,5/6/2018 19:00
4437,225,5/18/2018 13:00
221,11,8/13/2019 15:00
650,407,11/24/2018 16:00
841,144,6/3/2019 11:00
1004,113,12/24/2018 18:00
3907,229,9/27/2018 14:00
2944,271,11/18/2018 20:00
2106,60,3/10/2019 9:00
4157,245,1/31/2018 16:00
2023,265,11/21/2019 12:00
4106,386,6/15/2018 21:00
4246,278,4/2/2018 23:00
2600,296,8/31/2018 21:00
357,31,3/13/2019 21:00
1616,317,1/11/2019 14:00
3333,52,2/7/2019 15:00
1137,114,1/7/2018 10:00
3866,393,2/10/2018 18:00
1235,450,5/8/2018 16:00
636,153,4/22/2018 15:00
1658,331,11/2/2018 17:00
1917,90,4/16/2019 21:00
633,58,9/23/2018 11:00
2202,196,5/1/2018 18:00
129,276,1/10/2018 20:00
2964,91,3/29/2018 10:00
3204,431,8/20/2018 0:00
4355,207,5/31/2019 19:00
3780,362,7/22/2018 0:00
2413,268,1/15/2018 0:00
3879,171,1/8/2018 13:00
2038,126,1/31/2018 19:00
2103,66,4/24/2019 23:00
2128,388,9/28/2018 8:00
3979,54,11/5/2018 18:00
2648,288,11/22/2018 16:00
1031,338,10/21/2018 21:00
4247,421,1/9/2019 11:00
4052,497,8/14/2019 23:00
613,291,6/30/2019 11:00
3085,472,6/22/2019 20:00
2319,436,4/23/2018 20:00
1345,19,2/5/2019 15:00
3370,174,11/3/2019 18:00
3617,110,7/13/2018 14:00
4283,449,5/26/2019 13:00
155,300,3/11/2018 17:00
3547,62,1/6/2018 20:00
4378,489,5/24/2018 14:00
1274,464,8/11/2018 12:00
1048,341,11/6/2018 18:00
3552,139,9/4/2018 13:00
3130,15,3/4/2019 20:00
4359,183,3/23/2019 20:00
384,21,1/17/2019 9:00
1539,453,6/15/2018 22:00
961,302,10/25/2019 8:00
3395,205,8/3/2018 13:00
3318,438,6/28/2019 11:00
2982,287,8/23/2018 8:00
868,475,2/6/2019 22:00
342,197,10/2/2019 20:00
3889,286,9/17/2018 10:00
168,120,9/16/2018 12:00
2868,498,10/27/2018 21:00
535,255,6/18/2018 0:00
3881,350,11/28/2019 15:00
2073,267,2/26/2018 15:00
1521,256,11/30/2018 15:00
2897,106,7/30/2018 0:00
2096,60,7/1/2019 9:00
505,493,4/30/2019 8:00
676,473,9/10/2018 12:00
2475,351,6/6/2019 15:00
2590,284,8/21/2018 9:00
4,194,6/26/2018 10:00
2806,448,3/29/2018 17:00
4134,108,8/11/2018 17:00
3117,390,7/26/2018 19:00
1046,398,4/14/2019 16:00
2121,250,4/7/2018 10:00
3197,196,12/2/2018 18:00
760,238,6/14/2019 19:00
1082,279,8/10/2018 12:00
3076,79,8/19/2018 13:00
1333,332,9/9/2019 20:00
2356,216,2/15/2018 11:00
207,152,4/3/2018 21:00
3557,93,7/18/2019 22:00
547,476,9/27/2018 16:00
2827,76,11/30/2018 16:00
3600,54,7/25/2019 12:00
2003,398,9/15/2019 12:00
1817,327,1/31/2018 13:00
192,303,1/30/2019 10:00
984,192,5/10/2019 16:00
540,80,3/13/2019 13:00
1848,55,3/25/2019 21:00
3864,72,5/20/2019 16:00
2053,105,9/3/2018 21:00
207,102,1/18/2019 9:00
1798,349,9/3/2018 13:00
2885,486,3/4/2019 20:00
1361,182,1/31/2018 10:00
2894,197,12/14/2018 22:00
3962,55,9/6/2018 16:00
890,69,1/30/2018 15:00
810,272,8/13/2019 12:00
242,124,4/2/2019 8:00
2510,123,10/20/2019 14:00
747,81,8/26/2019 17:00
2131,46,8/22/2018 14:00
1486,204,6/1/2018 20:00
1139,277,8/28/2019 15:00
136,399,9/28/2018 15:00
4180,435,7/4/2019 18:00
4214,259,5/4/2018 13:00
193,205,7/30/2018 13:00
2982,374,1/21/2018 11:00
1915,91,3/26/2018 12:00
3880,68,11/9/2018 16:00
4350,456,8/17/2019 18:00
2484,307,5/25/2018 20:00
3508,30,9/21/2019 20:00
3995,223,2/16/2018 15:00
2586,278,4/2/2019 9:00
4359,37,2/10/2019 21:00
4081,231,3/29/2019 11:00
3938,221,10/19/2018 9:00
2593,361,2/11/2019 19:00
4156,482,1/29/2019 13:00
2094,113,1/19/2018 20:00
2306,321,10/5/2019 17:00
2297,19,9/23/2019 15:00
2371,436,7/7/2019 0:00
3476,66,10/15/2018 20:00
1914,63,6/25/2018 17:00
3184,362,3/21/2019 22:00
2702,106,2/13/2018 14:00
3382,179,4/24/2018 15:00
1535,362,8/5/2018 18:00
1939,121,7/7/2019 12:00
2697,242,5/25/2018 14:00
239,322,2/28/2018 0:00
231,490,9/6/2019 21:00
2736,117,5/29/2019 0:00
2288,22,11/4/2018 22:00
4234,450,3/2/2019 8:00
1574,121,6/20/2019 19:00
3645,462,1/8/2019 23:00
2940,225,11/20/2018 22:00
2755,319,3/28/2018 20:00
3801,41,1/8/2018 14:00
3634,264,3/26/2018 21:00
1973,92,1/6/2018 16:00
4089,195,2/28/2018 13:00
294,164,9/22/2019 13:00
121,81,5/15/2018 20:00
3282,13,1/11/2019 18:00
2046,458,1/3/2019 15:00
3635,25,10/29/2018 20:00
1740,436,5/3/2019 21:00
2980,340,6/6/2019 8:00
183,495,12/30/2018 22:00
1969,3,1/19/2018 12:00
331,109,5/26/2018 16:00
1427,153,3/23/2019 12:00
4236,324,12/27/2018 12:00
3750,327,12/28/2018 21:00
233,427,7/19/2018 10:00
844,137,7/31/2019 10:00
4292,185,1/2/2018 0:00
1901,138,7/6/2019 15:00
2968,478,9/1/2018 23:00
433,191,4/20/2019 21:00
4061,381,12/27/2018 12:00
1077,226,3/20/2018 21:00
579,493,5/6/2019 11:00
703,180,11/6/2019 10:00
3336,175,5/8/2019 21:00
463,26,1/1/2019 21:00
2246,257,1/17/2019 23:00
1370,81,4/14/2019 16:00
3361,36,5/3/2018 8:00
556,60,3/4/2019 15:00
3847,192,10/26/2019 10:00
67,463,4/19/2018 0:00
416,107,7/3/2019 23:00
583,282,10/4/2019 14:00
4065,201,6/10/2019 19:00
1075,474,7/9/2018 15:00
2931,428,3/6/2018 12:00
1243,194,4/13/2019 9:00
2746,439,10/11/2018 18:00
753,412,10/2/2019 19:00
1578,56,9/13/2018 10:00
728,309,2/19/2018 10:00
3569,124,5/24/2019 21:00
3000,73,7/23/2019 9:00
2994,374,8/17/2019 10:00
592,467,10/29/2019 17:00
4078,307,8/26/2019 17:00
1718,7,11/25/2018 18:00
2087,89,8/14/2018 12:00
2303,268,2/15/2018 22:00
2298,329,1/5/2018 8:00
3754,185,11/15/2019 20:00
3735,384,7/5/2018 11:00
3717,152,7/30/2019 22:00
3285,462,4/25/2019 9:00
3182,205,2/15/2018 16:00
86,323,4/3/2018 9:00
2724,48,8/29/2019 16:00
1546,12,12/21/2018 14:00
2202,151,3/21/2019 15:00
3729,362,3/9/2018 20:00
2010,348,11/14/2018 13:00
4305,117,10/7/2019 20:00
481,267,4/10/2019 14:00
194,159,1/2/2018 18:00
1392,381,6/14/2019 8:00
4043,466,4/20/2019 22:00
2144,164,11/11/2018 8:00
506,397,4/19/2018 22:00
211,495,5/9/2019 18:00
2739,223,2/22/2018 21:00
3214,446,2/10/2019 10:00
184,138,9/3/2019 17:00
948,299,7/15/2019 17:00
561,396,12/12/2018 16:00
500,238,4/15/2018 18:00
1726,89,1/11/2019 19:00
1030,139,9/29/2019 20:00
1892,8,6/14/2019 21:00
1242,125,7/23/2018 16:00
4283,33,3/5/2018 10:00
4112,47,2/1/2019 17:00
4207,265,6/23/2018 22:00
2303,431,5/19/2018 11:00
487,228,6/4/2018 0:00
1925,80,10/5/2018 8:00
2586,341,2/2/2019 23:00
3050,411,8/17/2018 13:00
3964,238,11/24/2019 18:00
938,114,12/15/2018 20:00
2160,403,2/19/2018 21:00
1761,256,1/24/2019 11:00
4059,2,3/24/2019 18:00
2618,61,6/13/2018 22:00
3342,345,1/23/2018 15:00
571,27,7/6/2018 13:00
368,248,3/10/2018 8:00
374,231,5/28/2019 18:00
1934,479,5/22/2018 9:00
437,118,4/5/2019 17:00
3640,101,10/10/2018 21:00
1487,129,1/14/2019 9:00
4369,79,8/8/2018 16:00
416,78,8/8/2018 14:00
3018,52,7/15/2019 17:00
2390,362,2/5/2019 23:00
2312,313,4/12/2018 21:00
1613,20,8/15/2019 8:00
1696,161,9/9/2019 0:00
3625,234,11/8/2019 8:00
1634,460,3/22/2018 13:00
2254,97,5/2/2018 16:00
2358,269,7/28/2018 21:00
2507,84,8/10/2018 10:00
1923,160,10/28/2019 15:00
1825,348,8/30/2019 19:00
3510,389,12/21/2018 0:00
3501,333,6/16/2018 11:00
1889,307,9/3/2019 12:00
1462,351,4/25/2019 12:00
3218,1,10/6/2019 19:00
1977,170,4/23/2018 16:00
159,95,8/8/2018 12:00
3617,97,9/1/2019 13:00
2362,132,3/24/2019 20:00
3023,240,8/4/2018 10:00
363,233,2/3/2019 23:00
2874,413,11/15/2019 17:00
2574,498,10/19/2019 12:00
3045,121,3/8/2019 22:00
3647,90,5/29/2018 22:00
696,225,10/31/2018 16:00
2288,357,1/6/2018 9:00
3414,129,10/31/2019 19:00
1792,153,4/18/2018 17:00
886,33,1/8/2019 19:00
3749,55,4/12/2019 11:00
2345,342,10/13/2018 20:00
737,282,8/14/2019 19:00
652,384,6/10/2018 11:00
1041,360,5/1/2018 10:00
3392,208,8/3/2019 21:00
1787,167,7/24/2018 10:00
3671,303,6/19/2018 13:00
2318,347,2/24/2019 14:00
3445,114,7/25/2018 20:00
990,48,6/9/2019 15:00
167,213,12/18/2018 22:00
2230,245,9/29/2019 14:00
1841,396,8/28/2018 13:00
947,58,9/16/2019 12:00
1996,194,1/27/2018 22:00
4187,204,1/13/2018 14:00
1427,488,2/7/2019 17:00
1794,337,7/19/2019 15:00
4108,297,12/6/2018 0:00
4224,367,7/19/2019 21:00
2150,227,5/15/2018 10:00
2348,113,8/25/2018 10:00
4399,78,12/10/2018 21:00
2666,391,7/18/2019 0:00
1731,297,11/25/2018 9:00
90,186,3/9/2018 18:00
2558,119,3/24/2019 20:00
1837,100,2/2/2018 10:00
3687,383,11/3/2018 9:00
2284,469,7/26/2019 0:00
1066,236,9/8/2018 12:00
1710,477,6/22/2018 9:00
1519,470,3/11/2018 15:00
2247,28,4/15/2018 14:00
3827,121,5/12/2018 10:00
1124,197,1/23/2018 23:00
2299,227,6/9/2019 16:00
1949,240,6/23/2018 9:00
460,389,1/13/2019 9:00
4119,191,9/19/2019 20:00
2779,171,5/25/2019 21:00
1972,182,7/9/2019 12:00
3691,174,4/21/2018 8:00
3482,482,2/18/2019 16:00
3862,200,1/17/2019 13:00
1990,207,11/4/2019 11:00
267,20,6/4/2019 21:00
4113,24,2/10/2018 12:00
3477,156,3/3/2018 23:00
2256,216,5/19/2019 9:00
4052,152,2/25/2019 17:00
1216,49,3/29/2019 16:00
246,330,6/19/2019 12:00
1344,299,8/21/2018 17:00
3015,302,8/9/2019 18:00
566,262,11/12/2019 16:00
1086,188,9/4/2018 8:00
1610,48,10/3/2019 21:00
3759,130,7/7/2018 10:00
3590,213,5/11/2018 16:00
107,206,7/27/2019 8:00
4257,45,4/8/2018 14:00
4140,263,11/5/2019 18:00
58,348,8/9/2019 21:00
3764,316,3/9/2019 23:00
1483,392,1/14/2018 16:00
1544,268,5/25/2019 18:00
192,406,7/1/2018 12:00
1969,272,5/28/2019 9:00
2565,51,11/25/2018 14:00
715,449,11/4/2019 13:00
3289,247,8/25/2019 21:00
704,181,5/23/2019 19:00
4095,255,1/23/2019 11:00
642,229,10/5/2018 13:00
758,130,3/23/2018 8:00
2542,135,11/15/2019 20:00
2593,315,2/11/2019 22:00
3743,137,4/22/2019 14:00
1335,199,7/3/2018 16:00
1858,166,8/19/2018 21:00
362,378,9/23/2018 15:00
1316,218,8/7/2019 19:00
1372,216,1/7/2018 15:00
2855,312,4/20/2019 16:00
3475,362,1/30/2018 13:00
3626,242,7/20/2019 17:00
3485,35,11/26/2019 19:00
800,340,1/5/2019 12:00
587,278,3/14/2019 19:00
1465,408,1/9/2019 12:00
2645,101,5/21/2018 14:00
1047,3,4/2/2019 22:00
2730,488,9/2/2019 22:00
2293,315,9/22/2019 13:00
3810,4,12/20/2018 23:00
2351,167,3/27/2018 16:00
2037,214,8/14/2019 8:00
1357,310,11/16/2018 15:00
2609,244,3/23/2019 0:00
1049,215,8/22/2019 23:00
1886,32,1/1/2019 13:00
2002,73,3/5/2018 19:00
1147,489,5/20/2018 16:00
140,293,12/1/2018 10:00
2623,488,1/22/2019 15:00
995,208,7/15/2019 9:00
1105,150,10/19/2018 11:00
3035,201,6/26/2018 9:00
1551,172,3/25/2019 0:00
32,156,7/27/2019 13:00
1527,228,6/13/2019 0:00
2711,90,4/5/2019 20:00
3880,360,7/1/2018 15:00
2103,192,4/2/2019 17:00
120,222,7/11/2019 16:00
449,376,9/7/2019 15:00
3186,110,8/9/2018 15:00
4041,353,8/31/2019 23:00
1791,358,3/29/2019 8:00
2274,444,1/14/2018 14:00
2642,262,2/11/2018 10:00
938,447,6/15/2019 0:00
1384,12,12/21/2018 11:00
3323,420,4/5/2018 16:00
145,330,4/18/2018 11:00
2590,82,2/19/2018 12:00
2471,466,6/6/2019 17:00
3457,148,11/5/2019 18:00
4403,379,5/30/2019 18:00
2589,333,4/13/2019 23:00
71,228,3/7/2018 0:00
1898,307,12/15/2018 23:00
1367,394,7/15/2018 8:00
1244,487,8/12/2019 20:00
4215,317,10/30/2019 20:00
154,49,6/26/2018 15:00
131,7,8/2/2019 19:00
3442,471,12/6/2018 23:00
1213,284,5/22/2018 8:00
3292,449,3/1/2019 12:00
